Zeit;Kanal A
(ms);(mV)

-20,97299915;1,48622000
-20,96799915;1,67199800
-20,96299915;1,85777500
-20,95799915;0,92888770
-20,95299915;0,92888770
-20,94799915;0,55733270
-20,94299915;0,74311020
-20,93799915;1,48622000
-20,93299915;0,92888770
-20,92799915;0,92888770
-20,92299915;0,92888770
-20,91799916;0,37155510
-20,91299916;0,37155510
-20,90799916;0,00000000
-20,90299916;0,55733270
-20,89799916;0,37155510
-20,89299916;-1,11466500
-20,88799916;0,00000000
-20,88299916;0,37155510
-20,87799916;-0,55733270
-20,87299916;0,55733270
-20,86799916;0,92888770
-20,86299916;1,30044300
-20,85799916;1,30044300
-20,85299916;2,04355300
-20,84799916;1,48622000
-20,84299916;1,85777500
-20,83799916;2,04355300
-20,83299916;1,85777500
-20,82799916;1,48622000
-20,82299916;0,92888770
-20,81799916;1,85777500
-20,81299916;1,67199800
-20,80799916;0,92888770
-20,80299916;0,92888770
-20,79799916;0,92888770
-20,79299916;0,92888770
-20,78799916;0,55733270
-20,78299916;0,18577760
-20,77799916;0,55733270
-20,77299916;-0,18577760
-20,76799916;-0,37155510
-20,76299916;0,00000000
-20,75799916;-0,74311020
-20,75299916;-0,37155510
-20,74799916;0,00000000
-20,74299916;0,55733270
-20,73799916;-1,30044300
-20,73299916;0,55733270
-20,72799916;-0,74311020
-20,72299916;-0,18577760
-20,71799916;0,18577760
-20,71299916;0,00000000
-20,70799916;-0,74311020
-20,70299916;0,00000000
-20,69799916;-1,30044300
-20,69299916;-0,37155510
-20,68799916;-1,30044300
-20,68299916;-0,74311020
-20,67799916;-1,48622000
-20,67299916;-1,30044300
-20,66799916;-1,11466500
-20,66299916;-1,30044300
-20,65799916;-1,30044300
-20,65299916;-2,41572300
-20,64799916;-1,11466500
-20,64299916;-1,48622000
-20,63799916;-1,48622000
-20,63299916;-1,67199800
-20,62799916;-1,48622000
-20,62299916;-1,48622000
-20,61799916;-0,74311020
-20,61299916;-1,30044300
-20,60799916;-0,55733270
-20,60299916;-0,74311020
-20,59799916;-1,30044300
-20,59299916;-0,74311020
-20,58799916;-0,37155510
-20,58299916;-1,11466500
-20,57799916;-0,74311020
-20,57299916;-0,92888770
-20,56799916;-0,37155510
-20,56299916;-1,30044300
-20,55799916;-0,18577760
-20,55299916;-0,92888770
-20,54799916;-0,74311020
-20,54299916;-0,74311020
-20,53799916;1,11466500
-20,53299916;0,18577760
-20,52799916;-0,55733270
-20,52299916;-0,37155510
-20,51799917;-0,18577760
-20,51299917;1,30044300
-20,50799917;-0,18577760
-20,50299917;-0,18577760
-20,49799917;0,74311020
-20,49299917;0,55733270
-20,48799917;0,92888770
-20,48299917;0,18577760
-20,47799917;0,37155510
-20,47299917;0,18577760
-20,46799917;0,92888770
-20,46299917;-0,37155510
-20,45799917;-0,74311020
-20,45299917;-0,37155510
-20,44799917;0,18577760
-20,44299917;-0,55733270
-20,43799917;0,00000000
-20,43299917;-0,55733270
-20,42799917;-1,11466500
-20,42299917;-1,85777500
-20,41799917;-1,11466500
-20,41299917;-0,92888770
-20,40799917;-0,92888770
-20,40299917;-0,74311020
-20,39799917;-0,74311020
-20,39299917;-0,92888770
-20,38799917;-0,55733270
-20,38299917;-0,74311020
-20,37799917;0,00000000
-20,37299917;-0,37155510
-20,36799917;0,00000000
-20,36299917;0,00000000
-20,35799917;-0,37155510
-20,35299917;-0,37155510
-20,34799917;-0,74311020
-20,34299917;-0,37155510
-20,33799917;-0,55733270
-20,33299917;-0,92888770
-20,32799917;-0,37155510
-20,32299917;-1,67199800
-20,31799917;0,00000000
-20,31299917;-0,74311020
-20,30799917;-1,11466500
-20,30299917;0,92888770
-20,29799917;-1,11466500
-20,29299917;-1,30044300
-20,28799917;-1,48622000
-20,28299917;-0,37155510
-20,27799917;-0,74311020
-20,27299917;-1,85777500
-20,26799917;-0,37155510
-20,26299917;-1,85777500
-20,25799917;-1,85777500
-20,25299917;-1,67199800
-20,24799917;-2,22994600
-20,24299917;-2,04355300
-20,23799917;-2,04355300
-20,23299917;-2,22994600
-20,22799917;-1,67199800
-20,22299917;-2,60150100
-20,21799917;-1,85777500
-20,21299917;-2,22994600
-20,20799917;-2,04355300
-20,20299917;-2,22994600
-20,19799917;-1,85777500
-20,19299917;-1,67199800
-20,18799917;-1,67199800
-20,18299917;-2,78727800
-20,17799917;-2,41572300
-20,17299917;-1,11466500
-20,16799917;-2,22994600
-20,16299917;-1,30044300
-20,15799917;-1,11466500
-20,15299917;-1,48622000
-20,14799917;-1,30044300
-20,14299917;-1,11466500
-20,13799917;-1,11466500
-20,13299917;-0,37155510
-20,12799917;-1,30044300
-20,12299918;-1,48622000
-20,11799918;-1,67199800
-20,11299918;-1,11466500
-20,10799918;-1,67199800
-20,10299918;-0,92888770
-20,09799918;0,00000000
-20,09299918;0,00000000
-20,08799918;-0,18577760
-20,08299918;0,00000000
-20,07799918;0,00000000
-20,07299918;0,55733270
-20,06799918;0,00000000
-20,06299918;0,18577760
-20,05799918;-0,37155510
-20,05299918;0,00000000
-20,04799918;0,18577760
-20,04299918;0,74311020
-20,03799918;0,74311020
-20,03299918;0,37155510
-20,02799918;0,55733270
-20,02299918;0,92888770
-20,01799918;1,11466500
-20,01299918;-0,37155510
-20,00799918;0,92888770
-20,00299918;1,85777500
-19,99799918;1,30044300
-19,99299918;0,92888770
-19,98799918;0,92888770
-19,98299918;1,11466500
-19,97799918;0,92888770
-19,97299918;1,30044300
-19,96799918;0,92888770
-19,96299918;1,48622000
-19,95799918;1,11466500
-19,95299918;0,92888770
